Bin ID	classification
3300050821_745	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__Palsa-360
3300050821_972	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__Palsa-360
3300050821_31	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_678	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1050	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_106	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1121	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1216	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1225	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1270	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1281	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1357	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1393	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1397	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1435	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1481	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1529	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_16	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1609	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1654	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1665	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1939	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_1954	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2085	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2245	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2308	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2565	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2568	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2585	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_2688	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_29	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_315	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_321	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_352	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_382	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_391	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_410	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_413	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_583	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_59	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_61	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_649	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_749	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_86	d__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__UBA7541|f__UBA7541|g__UBA7541
3300050821_346	d__Bacteria|p__Acidobacteriota|c__Blastocatellia|o__UBA7656|f__UBA7656|g__
3300050821_1804	d__Bacteria|p__Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__
3300050821_1753	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Gp7-AA8|f__Gp7-AA8|g__
3300050821_2523	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Gp7-AA8|f__Gp7-AA8|g__
3300050821_2818	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5066|f__Gp7-AA6|g__
3300050821_2091	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5066|f__Gp7-AA6|g__Gp7-AA6
3300050821_2529	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__UBA5704|g__UBA5704
3300050821_2439	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__UBA5704|g__UBA5704
3300050821_422	d__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__UBA5704|g__UBA5704
3300050821_2098	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria_A|o__Fen-336|f__Fen-336|g__
3300050821_2856	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria_A|o__Fen-336|f__Fen-336|g__
3300050821_326	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria_A|o__Fen-336|f__Fen-336|g__
3300050821_1710	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__SCN-69-37|g__
3300050821_1969	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__SCN-69-37|g__
3300050821_726	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__SCN-69-37|g__
3300050821_1608	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__SCN-69-37|g__SYFT01
3300050821_1864	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__
3300050821_2445	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__
3300050821_506	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__
3300050821_1182	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__2-02-FULL-65-29
3300050821_2381	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__Gp6-AA45
3300050821_2644	d__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA2999|g__Gp6-AA45
3300050821_2706	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__GCA-2861595|g__
3300050821_1947	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__
3300050821_2213	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__
3300050821_414	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__
3300050821_1720	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__PALSA-693
3300050821_2187	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__
3300050821_443	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__
3300050821_57	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-473
3300050821_1540	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-473
3300050821_1737	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-756
3300050821_2683	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8190|g__
3300050821_1845	d__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610|g__
3300050821_2339	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae|g__PALSA-607
3300050821_1157	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_1769	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_194	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_197	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_2060	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_215	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_2224	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_77	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_777	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium
3300050821_318	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__
3300050821_1543	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__GCA-003244245
3300050821_1678	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__GCA-003244245
3300050821_1124	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_1923	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_204	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2212	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2251	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2377	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2719	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2782	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2978	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_813	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_96	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__
3300050821_2482	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504
3300050821_2881	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504
3300050821_2888	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504
3300050821_390	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504
3300050821_1428	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_1632	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_1633	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_1944	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2206	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2262	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2306	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2560	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2723	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_2906	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_334	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_365	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_444	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506
3300050821_1093	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676
3300050821_1599	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676
3300050821_276	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676
3300050821_2794	d__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676
3300050821_1033	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01
3300050821_1133	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_1618	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_2029	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_234	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_2836	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_3	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_467	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__
3300050821_653	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter
3300050821_1198	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465
3300050821_1648	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465
3300050821_1730	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465
3300050821_985	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465
3300050821_1148	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1309	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1385	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1450	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2510	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2527	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1238	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1269	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1449	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1494	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1594	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1827	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_1920	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2164	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2397	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2515	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2545	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2597	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2619	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_275	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_2790	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_394	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_434	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_520	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_685	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_803	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_905	d__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744
3300050821_122	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767-A|f__|g__
3300050821_38	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__
3300050821_2622	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__
3300050821_2534	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__PALSA-968
3300050821_1201	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__PALSA-968
3300050821_2100	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__PALSA-968
3300050821_2208	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__PALSA-968
3300050821_2547	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__PALSA-968
3300050821_30	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__B-17BO|g__UBA2475
3300050821_1319	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_1533	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_2204	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_2370	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_2554	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_2562	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-948|g__
3300050821_1434	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-965|g__
3300050821_1734	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-965|g__
3300050821_504	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__AKYH767|f__Palsa-965|g__
3300050821_2963	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Dinghuibacter
3300050821_2549	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter
3300050821_2599	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter
3300050821_906	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter
3300050821_1167	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_1295	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_1464	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_1569	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_1596	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_1935	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2065	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2192	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2229	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2255	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2337	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2544	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2637	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_2814	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_476	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_50	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_518	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_644	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_971	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA8621
3300050821_503	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__LD1|g__Bog-950
3300050821_22	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__ELB16-189
3300050821_105	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_1339	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_2288	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_2365	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_330	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_784	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__
3300050821_1210	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga
3300050821_2807	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga
