Bin ID	classification
3300050821_1368	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter
3300050821_1442	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter
3300050821_2623	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter
3300050821_9	d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter
3300050821_1736	d__Bacteria|p__Bacteroidota|c__Kapabacteria|o__Palsa-1295|f__Palsa-1295|g__PALSA-1295
3300050821_107	d__Bacteria|p__Bacteroidota|c__Kapabacteria|o__Palsa-1295|f__Palsa-1295|g__PALSA-1296
3300050821_1508	d__Bacteria|p__Chloroflexota|c__Ellin6529|o__CSP1-4|f__CSP1-4|g__Palsa-1033
3300050821_2162	d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__
3300050821_111	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__|g__
3300050821_344	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__
3300050821_522	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__
3300050821_112	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__SOIL31
3300050821_1901	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__SOIL31
3300050821_243	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__SOIL31
3300050821_297	d__Bacteria|p__Dependentiae|c__Babeliae|o__Babeliales|f__Vermiphilaceae|g__SOIL31
3300050821_10	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_1054	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_1108	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_119	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_1575	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_1585	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_1887	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_2564	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_2692	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_339	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_37	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_371	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_812	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__
3300050821_2304	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus
3300050821_651	d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus
3300050821_2517	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__|g__
3300050821_1504	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__
3300050821_2717	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__
3300050821_752	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161
3300050821_45	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-872
3300050821_1458	d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__
3300050821_113	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Eremiobacterales|f__Eremiobacteraceae|g__
3300050821_1237	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Eremiobacterales|f__Eremiobacteraceae|g__
3300050821_247	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Eremiobacterales|f__Eremiobacteraceae|g__
3300050821_2819	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__
3300050821_1069	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__Palsa-1483
3300050821_1236	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__Palsa-1483
3300050821_2323	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__Palsa-1483
3300050821_2382	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__Palsa-1483
3300050821_412	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__Palsa-1483
3300050821_1513	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__PALSA-1484
3300050821_1545	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__PALSA-1484
3300050821_2436	d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__UBP12|f__UBA5184|g__PALSA-1529
3300050821_1338	d__Bacteria|p__FCPU426|c__|o__|f__|g__
3300050821_1227	d__Bacteria|p__FCPU426|c__|o__|f__|g__
3300050821_746	d__Bacteria|p__FCPU426|c__|o__|f__|g__
3300050821_2586	d__Bacteria|p__FCPU426|c__Palsa-1180|o__Palsa-1180|f__Palsa-1180|g__
3300050821_139	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
3300050821_656	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
3300050821_1377	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231
3300050821_2398	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231
3300050821_258	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231
3300050821_1740	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Palsa-1248
3300050821_1112	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__
3300050821_2954	d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01
3300050821_1818	d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__
3300050821_1186	d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__
3300050821_1836	d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__
3300050821_1971	d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104|f__Fen-1088|g__
3300050821_101	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_1221	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_124	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_1588	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_1718	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_1945	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2216	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2546	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2557	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2716	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2761	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2808	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2907	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_2997	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_423	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_695	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_824	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__
3300050821_1559	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_226	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_2648	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_2654	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_2680	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_2738	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150
3300050821_1256	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PALSA-1152
3300050821_1265	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PALSA-1152
3300050821_278	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PALSA-1152
3300050821_1082	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095
3300050821_2591	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095
3300050821_298	d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095
3300050821_1512	d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__|f__|g__
3300050821_2522	d__Bacteria|p__Omnitrophota|c__Koll11|o__UBA10015|f__GCA-002753745|g__
3300050821_871	d__Bacteria|p__Omnitrophota|c__Koll11|o__UBA10015|f__GCA-002753745|g__
3300050821_2172	d__Bacteria|p__Patescibacteria|c__Doudnabacteria|o__UBA920|f__O2-02-FULL-48-8|g__2-01-FULL-45-18
3300050821_533	d__Bacteria|p__Patescibacteria|c__Doudnabacteria|o__UBA920|f__O2-02-FULL-48-8|g__2-01-FULL-45-18
3300050821_1899	d__Bacteria|p__Patescibacteria|c__Microgenomatia|o__Levybacterales|f__UBA12049|g__
3300050821_2421	d__Bacteria|p__Patescibacteria|c__Microgenomatia|o__Levybacterales|f__UBA12049|g__
3300050821_411	d__Bacteria|p__Patescibacteria|c__Microgenomatia|o__Levybacterales|f__UBA12049|g__
3300050821_2125	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257|f__2-01-FULL-56-20|g__
3300050821_308	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257|f__2-01-FULL-56-20|g__
3300050821_1572	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983|f__UBA2163|g__UBA10103
3300050821_1801	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983|f__UBA2163|g__UBA10103
3300050821_380	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983|f__UBA2163|g__UBA10103
3300050821_2542	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983|f__UBA9973|g__UBA4124
3300050821_2076	d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983|f__UBA9973|g__UBA9973
3300050821_1493	d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__
3300050821_370	d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150
3300050821_2514	d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA6224
3300050821_2830	d__Bacteria|p__Planctomycetota|c__MHYJ01|o__MHYJ01|f__|g__
3300050821_1150	d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__UBA1161|f__UBA1161|g__
3300050821_587	d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__UBA1161|f__UBA1161|g__
3300050821_1636	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__
3300050821_1037	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__PALSA-1355|g__
3300050821_2569	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__PALSA-1355|g__
3300050821_2218	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Planctomycetaceae|g__
3300050821_2587	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Planctomycetaceae|g__
3300050821_313	d__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Planctomycetaceae|g__
3300050821_2924	d__Bacteria|p__Planctomycetota|c__UBA11346|o__UBA11346|f__UBA11346|g__
3300050821_1583	d__Bacteria|p__Planctomycetota|c__UBA11346|o__UBA11346|f__UBA11346|g__BOG-1363
3300050821_1839	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__
3300050821_2750	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__
3300050821_2831	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__BOG-934
3300050821_1380	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_1028	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_1085	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_12	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_2017	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_21	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_2281	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_2313	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_328	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_462	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883
3300050821_1017	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_1219	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_229	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_2566	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_2776	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_960	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila
3300050821_1229	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__
3300050821_1359	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__
3300050821_1600	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__
3300050821_210	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__
3300050821_671	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1008	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1098	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1105	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1498	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1574	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1611	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1692	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1820	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1989	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_2140	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_2349	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_244	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_2613	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_2822	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_2989	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_331	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_378	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_471	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_775	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_82	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_856	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_887	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_946	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15
3300050821_1764	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Azospirillales_A|f__BOG-932|g__BOG-932
3300050821_2656	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Azospirillales_A|f__BOG-932|g__BOG-932
3300050821_2185	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__
3300050821_1460	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_23	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_2629	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_2737	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_2945	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_834	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935
3300050821_2651	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881
3300050821_2699	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881
3300050821_2731	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881
3300050821_1114	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium
3300050821_1232	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium
3300050821_2513	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae|g__
3300050821_2563	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae|g__
3300050821_729	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae|g__
3300050821_1467	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella
3300050821_544	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella
3300050821_1438	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__
3300050821_205	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__
3300050821_839	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__
3300050821_270	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__GAS188
3300050821_1207	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylocella
3300050821_2857	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus
3300050821_883	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus
3300050821_90	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__AWTP1-13
3300050821_1846	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Labraceae|g__Labrys
3300050821_1355	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodomicrobiaceae|g__FEN-921
3300050821_1007	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_1831	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_2093	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_2783	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_397	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_447	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_864	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_990	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__
3300050821_1333	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_1386	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_1455	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_1478	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_1653	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_19	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_2219	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_228	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_2548	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_2646	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_2778	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_287	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_2994	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_33	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_523	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_641	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
3300050821_7	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931
